"Name","Acronym","No. INSCRIP-TION","DATE DE RECONNAISSANCE","Contact person","Address","Website","Tel","Base country of org","Sector","Location","Ali's notes","NATIONALITE","No. DU MONITEUR","Notes"
"Association Paysanne de la Communauté Halte Cantave","APEKHK",,,"Iliana Bien-Aimé","BRC",,,"Haiti",,,,,,
"Groupe d'Action pour l'Avancement et le Developpement de Loscacaos","GRAADEL",,,"________________","BRC",,,"Haiti",,,,,,
"Association des Femmes Dévouées pour le Changement de Hinche","AFDCH",,,"Bien-Aimé Rosenie","BRC",,,"Haiti","Women's Programs",,,,,
"Groupement des Femmes du Centre","GFC",,,"Saintelus Scherline","BRC",,,"Haiti","Women's Programs",,,,,
"Association des Jeunes pour l'Avancement Rural en Haiti","AJARH",,,"Gregoire Jean Jumel","Bricout 2eme setion, commune de Carvaillon",,"3412-1345","Haiti",,,,,,
"Kodinasyon Fanm Nò","KOFANò",,,"_______________","BRN",,"472-6743","Haiti","______________",,,,,
"Mouvement des Jeunes Progressistes du Nord","MJPN",,,"Jean Baptiste Emmanuel","BRN",,,"Haiti","_______________",,,,,
"Action Citoyenne Nord","ACN",,,"Graveus Estaniel","BRN",,"747-4502","Haiti",,,,,,
"Asosyasyon pou Devlopman Bòd-Mè-Kanyèt","ADK/NORD",,,"Blaise Forelien","BRN",,,"Haiti",,,,,,
"Association pour le Developpement de Grand-Gilles","APDG/NORD",,,"Desormes Rifènes","BRN",,,"Haiti",,,,,,
"Organisation des Professionnels Chretiens du Cap-Haitiens","LOPCCH",,,"Bastien Wilfrid","BRN",,,"Haiti",,,,,,
"Organisation Solidarité Henry Christophe","OSHC/NORD",,,"Eugène Durand","BRN",,,"Haiti",,,,,,
"Organisatio pour le Developpement du Cap Haitien","PDC/NORD",,,"Telfort Holand","BRN",,,"Haiti",,,,,,
"Regroupement des Correspondants de Presse du Nord","RCPN/NORD",,,"Jean Jean Rony","BRN",,,"Haiti",,,,,,
"Union des Jeunes de Petite Guinée","UJPG/NORD",,,"Histoine Monnestine","BRN",,,"Haiti",,,,,,
"Association pour la Formation des Cadres Enseignants du Nord","AFCEN",,,"Louis Milson","BRN",,,"Haiti","Education",,,,,
"Asosyasyon Paran Elèv Alexandre Petion","APEAP/N",,,"Mondelus M. Joseph","BRN",,,"Haiti","Education",,,,,
"Asosyasyon Paran Elèv Lekòl Fwaye Evangelik Batis de Fort St-Michel","APELFEB",,,"Stenord Fenelon","BRN",,,"Haiti","Education",,,,,
"Asosyasyon Paran Elèv Lekòl Nasyonal Antenor Firmin","APELNAAF",,,"Jean Louis Jocelyn","BRN",,,"Haiti","Education",,,,,
"Asosyasyon Paran Elèv Lekòl Nasyonal Jean Mary Vincent","APELNJMV",,,"Jasmin Rose","BRN",,,"Haiti","Education",,,,,
"Asosyasyon Paran Elèv Lekòl Nasyonal Petitans","APELNP",,,"Marus Rosemond","BRN",,,"Haiti","Education",,,,,
"Asosyasyon Paran Elèv Lekòl Ofelina","APELO",,,"Allagrace Toussaint","BRN",,,"Haiti","Education",,,,,
"Asosyasyon Paran Elèv Lekòl Renesans","APELR",,,"Fenesi Mathier","BRN",,"433-0381","Haiti","Education",,,,,
"Association des Femmes Actives de Petit-Anse","AFAPA/NORD",,,"Belony Rose-Carmelle","BRN",,,"Haiti","Women's Programs",,,,,
"Asosyasyon Fanm Vanyan Men nan Men Santre vil de Plaisance","AFVMNMSVP",,,"________________","BRN",,,"Haiti","Women's Programs",,,,,
"Syndicat des Employés de l'Autoroute Portuaire Nationale du Cap-Haitien","SEAPN-CAP/NORD",,,"Gherfils Lesly","BRN",,,"Haiti",,,,,,
"Groupe Femme Actif Passe Cababois","GFAP",,,"Augustave Alude","BRN Port-de Paix Haiti",,,"Haiti","Women's Programs",,,,,
"Centre de soutien et d'Accompagnement des Enfants en Difficultés de Carrefour","CSADC",,,"Alexis Jean Michel","brochette 95, rue Acapulca # 94",,"3710-0670","Haiti","Children & Youth",,,,,
"Conseil de Reflexion pour le Developpement des Sections Communales d'Haiti","CORDESCOH",,,"Bethy Etrenne","Brochette 99 # 123",,"3610-0461","Haiti",,,,,,
"Association des Agents Veterinaires de Carrefour","ASSAVETCA",,,"Jacques Jean Louis","Brochette 99, Carrefour, Rivière Froide",,"454-9356","Haiti","Health",,,,,
"Vision des Jeunes Organisés pour le Developpement des Sections Rurales de Carrefour","VOJDERSC",,,"Noël-Fils Valière","Brochette 99, local collège Denid Cesaire",,"3730-3827","Haiti",,,,,,
"Action des Paysans Progressistes de Carrefour","APPROCA",,,"Jean Reynald Cadet","Brochette 99, prolongée, rue Mondesir # 23",,"458-5999","Haiti","Other",,,,,
"Organisation pour le Développement de la Cité de Dieu","ODCD",,,"Gilbert Voley","Brochette 99, Route Rivière Froide, imp. Coeur Unis",,"3409-6605","Haiti",,,,,,
"Foyer Maurice Sixto","FMS",,,"Père Miguel JEAN-BAPTISTE","Brochette 99, rue Laurore & St.Louis # 90 (Carrefour), BP.11095, P-au-P",,"234-2637 ","Haiti",,,,,,
"Cooperation de Citoyens pour le Developpement de la Commune de Carrefour","COCIDECC",,,"Jean Robert Jules","Brochette 99, rue Nerestant # 3",,,"Haiti",,,,,,
"Asosyasyon Paran Elève Lekòl Perpetuel Secours de Pean","APELPS",,,"________________","BRS",,,"Haiti","_______________",,,,,
"Association Planteur Plaine Torbeck","APPT",,,"________________","BRS",,,"Haiti","Agriculture",,,,,
"Asosyasyon Prodiktè ak Vandè Fwi Sid","ASPVEFS/SUD",,,"Pierre Jacques Willio","BRS",,,"Haiti","Agriculture",,,,,
"Association Agricole et Elvage de Tiburon","ASSAETI",,,"_____________","BRS",,,"Haiti","Agriculture",,,,,
"Organisation pour la Production et la Commercialisation de Miel à Camp-Perin","OPROMEC/SUD",,,"Suze Morin","BRS",,,"Haiti","Agriculture",,,,,
"Jeunes Dévoués aux Activités Socio-Culturelles Haitiennes","JDACSH/SUD",,,"Jean Serge Lysius","BRS",,,"Haiti","Arts & Culture",,,,,
"Association pour le Developpement de la Commune d'Aquin","ADECA",,,"________________","BRS",,,"Haiti",,,,,,
"Association d'Entraide Franco-Haitienne","ADEFH",,,"_______________","BRS",,,"Haiti","Other",,,,,
"Alliance Democratique des Organisations du Sud","ADOS",,,"_________________","BRS",,,"Haiti","Other",,,,,
"Association des Gens Modérés de Saint-Jean du Sud","AGMS/SUD",,,"Calixte Jean Robert","BRS",,,"Haiti",,,,,,
"Association des Groupements pour le developpement de Christine","AGPDC",,,"___________","BRS",,,"Haiti",,,,,,
"Association des Jeunes pour le Developpement de l'Ile-à-Vache","AJDIL/SUD",,,"Lazarre Claude","BRS",,,"Haiti",,,,,,
"Association des Jeunes le Progrès de Chantal","AJEPC/SUD",,,"Nixon Cherestal","BRS",,,"Haiti",,,,,,
"Association des Paysans pour un Avenir Meilleur","APAM/SUD",,,"Mnastère Vilamare","BRS",,,"Haiti",,,,,,
"Association des Professionnels pour le Developpement Socio-Economique de Tiverni","APDEST",,,"________________","BRS",,,"Haiti",,,,,,
"Association des Paysans pour le Developpement de Saint-Louis  du Sud","APDS",,,"_______________","BRS",,,"Haiti",,,,,,
"Association des Professionnels du Sud","APS/SUD",,,"Toureau Jean Maxime","BRS",,"773-6064","Haiti",,,,,,
"Action Solidaire du Relencement Socio-Economiques des desherités","ASRED/SUD",,,"L. Eyn Guedi Jephté","BRS",,,"Haiti","Economic Development",,,,,
"Association des Techniciens en Construction Batiment","ATECOBA",,,"________________","BRS",,,"Haiti",,,,,,
"Base Association pour le Developpement de Haut-Menard et ses Environs","BADEHME",,,"Dume Jean Viloux","BRS",,,"Haiti",,,,,,
"Collectif Echange et Developpement","CED/SUD",,,"Augustin Pierrette Pascale","BRS",,,"Haiti",,,,,,
"Groupe de Recherche et d'Action Integrées au developpement Soutenable","GRADS/SUD",,,"Benisse Charles","BRS",,,"Haiti",,,,,,
"Groupement de Rouck pour l'Evolution Formelle","GREF/SUD",,,"Cazeau Jean Gusmer","BRS",,,"Haiti",,,,,,
"Gwoupman Tèt Ansanm pou Devlopman Enpas Kapital","GTADEK/SUD",,,"Ntil Jean","BRS",,,"Haiti",,,,,,
"Hospice Bon Samaritain","HOBOSA",,,"_______________","BRS",,,"Haiti",,,,,,
"Mouvement pour l'Avancement et du Developpement du Sud","MOLADS/SUD",,,"Ronald Richemond","BRS",,"286-3171","Haiti",,,,,,
"Mouvement des Paysans de Laplace","MPL/SUD",,,"Paul André Morine","BRS",,,"Haiti",,,,,,
"Organisation Dieu Tout Puissant de Guilgaud","ODTPG/SUD",,,"Josaphat Buteau","BRS",,,"Haiti",,,,,,
"Organisation des Femmes Vaillants pour le Developpement de Bas la Rivière","OFVDBRD/SUD",,,"Augustin Vellette Joint","BRS",,,"Haiti",,,,,,
"Organisation des Paysans pour le Developpement de la Fosse","OPDL-2/SUD",,,"Taverne Joseph Gesnel","BRS",,,"Haiti",,,,,,
"Oganizasyon Redresman Devlopman Souwoch","ORDS/SUD",,,"Georges Pierre Charly","BRS",,,"Haiti",,,,,,
"Organisation pour la Renovation du Village Historique Haut du Cap et du Nord d'Haiti","ORVHCND",,,"Pierre David","BRS",,,"Haiti",,,,,,
"Personnes Idéales de Demain","PID/SUD",,,"Gemèns","BRS",,,"Haiti",,,,,,
"Union Haitienne pour le Progrès et l'Emmancipation Citoyenne "" Cayes Sud ""","UHPEC",,,"Simon Mathier François","BRS",,,"Haiti",,,,,,
"Union Tèt Ansanm Kay","UTAK",,,"____________________","BRS",,,"Haiti",,,,,,
"Vision pour le Developpement de L'Ile-à-Vache","VDI",,,"_______________-","BRS",,,"Haiti",,,,,,
"Association Paysanne de Tapion","APT/SUD",,,"Lazarre Pierr","BRS",,,"Haiti",,,,,,
"Asosyasyon Paran Elèv Lekòl Centre d'Etude St Michel de Prot-à-Piment","APECESMP",,,"_______________","BRS",,,"Haiti","Education",,,,,
"Association des Parents d'Elèves de l'Ecole Melish de Camp-Perrin","APEE(MEBSH)C",,,"________________","BRS",,,"Haiti","Education",,,,,
"Association des Parents d'Elèves de l'Ecole Melsh des Anglais","APEEMEBSHA",,,"Amos Souffrant","BRS",,,"Haiti","Education",,,,,
"Association des Parents d'Elèves de l'Ecole Saint Joseph de Port Salut","APEESJPS",,,"Marie Gertude Sylvestre","BRS",,,"Haiti","Education",,,,,
"Association des Parents de l'Ecole Fanelire François","APEFF",,,"Surphin Guesly","BRS",,,"Haiti","Education",,,,,
"Asosyasyon Paran Elèv Batis Pòtapiman Sid","APELEPBPS",,,"_________________","BRS",,,"Haiti","Education",,,,,
"Asosyasyon Paran Elèv Lekòl Klasik Kapantye","APELKK",,,"________________","BRS",,,"Haiti","Education",,,,,
"Asosyasyon Paran ak Elèv Lekòl Nasyonal","APELNCH",,,"_______________","BRS",,,"Haiti","Education",,,,,
"Asosyasyon Paran Elèv Lekòl Nasyonal Ferme Leblanc","APELNFL",,,"__________________","BRS",,,"Haiti","Education",,,,,
"Asosyasyon Paran Elèv Lekòl Nasyonal Gason Okoto","APELNGOK",,,"______________","BRS",,,"Haiti","Education",,,,,
"Asosyasyon Paran Elèv Lekòl Nasyonal de Petite Rivière Saint Jean du Sud","APELNR",,,"Louis Dieusel","BRS",,,"Haiti","Education",,,,,
"Asosyasyon Paran Elèv Lekòl Sainte Anne de Camp-Perrin","APELSCACP",,,"_______________","BRS",,,"Haiti","Education",,,,,
"Asosyasyon Paran Elèv Lekòl Pratik Di Nò","APEPN",,,"Joseph Ysimene","BRS",,,"Haiti","Education",,,,,
"Association des Parents d'Elèves de l'cole Saint Dominique","APESDP",,,"_______________","BRS",,,"Haiti","Education",,,,,
"Federation des Associations de Parents et de Professeurs de Vieux Bourg d'Aquin","FAPPVI",,,"__________________","BRS",,,"Haiti","Education",,,,,
"Komite Jesyon Ekol Nasyonal Labadi","KJENL/N",,,"Elibert Valcourt","BRS",,,"Haiti","Education",,,,,
"Komite Jesyon Lekòl Centre d'Etude St. Michel de Port-à-Piment","KJLCESMMP",,,"________________","BRS",,,"Haiti","Education",,,,,
"Komité Jesyon Lekòl Cosmopolite de Mousseau","KJLCM",,,"__________________","BRS",,,"Haiti","Education",,,,,
"Komite Jesyon Lekòl Evanjelik Batis Pòtapiman","KJLEBPS",,,"___________","BRS",,,"Haiti","Education",,,,,
"Komite Jesyon Lekòl EvanjelikViktwa de Jezi de Tifet","KJLEVJT",,,"___________________","BRS",,,"Haiti","Education",,,,,
"Komite Jesyon Lekòl Klasik Kapantye","KJLKK",,,"_______________","BRS",,,"Haiti","Education",,,,,
"Komite Jesyon Lekòl Perpetuel Secours de Péan","KJLPSP",,,"_______________","BRS",,,"Haiti","Education",,,,,
"Komite Jesyon Lekòl Sainte Anne de Camp-Perrin","KJLSACP",,,"________________","BRS",,,"Haiti","Education",,,,,
"Komite Jesyon Lekòl St Agnès de Marcelin","KJLSAM",,,"_________________","BRS",,,"Haiti","Education",,,,,
"Association Nationale des Directeurs et Directrices d'Ecoles Affiliées","PUSED/ANDEP/SUD",,,"Alcée François","BRS",,,"Haiti","Education",,,,,
"Komite Jesyon Lekòl Nasyonal Chato-Mora","KJLNCM",,,"________________","BRS",,,"Haiti","Education",,,,,
"Association Changer la Vie des Enfants","ACLAVEN",,,"_____________","BRS",,,"Haiti","Children & Youth",,,,,
"Espwa Fanm Morisseau","EFM/SUD",,,"Rosemène Jean Baptite","BRS",,,"Haiti","Women's Programs",,,,,
"Group Fanm Vanyan","FV",,,"______________","BRS",,,"Haiti","Women's Programs",,,,,
"Kodinasyon Solidarite Fanm Djanm Sid","KOSOFADS/SUD",,,"Fortuné Mie Irmande","BRS",,,"Haiti","Women's Programs",,,,,
"Mouvman Organize pou Defann Enterè Machann Okay","MODEMO/SUD",,,"Louis Gilbert","BRS",,,"Haiti","Women's Programs",,,,,
"Union des Femmes Progressistes des Cayes","UFPC/SUD",,,"Etienne Mie Anne France","BRS",,,"Haiti","Women's Programs",,,,,
"Union des Femmes Progressistes de Desgrottes","UFPD",,,"Marie Jeannette Bernard","BRS",,,"Haiti","Women's Programs",,,,,
"Coordination des Femmes Devouée de Pelerin 1ere Section de Chantal","CFDP/SUD",,,"Felucusine Uluste","BRS",,,"Haiti","Women's Programs",,,,,
"Union des Universitaires du Sud pour le Developpement et la Promotion des Droits Humains Cayes Sud","UNUSDEPDH",,,"Dosel Dunois","BRS",,,"Haiti","Human Rights",,,,,
"Association des Pêcheurs de la Savvanne de Cayes","APSC/SUD",,,"Maxi Cesar","BRS",,,"Haiti","Agriculture",,,,,
"L'Association pour la Protection et le Developpement de l'Environnement","L'APPRODEVE",,,"______________","BRS 31",,,"Haiti",,,,,,
"Organisation Lave Je Koray Anri","OLJKA",,,"Thelus Jeudilai","BRS Cayes",,,"Haiti",,,,,,
"Organisation de la Terre Promise","OTP",,,"Joas Cadet","BRS Cayes",,,"Haiti",,,,,,
"Komite Jesyon Lekòl Miks  Bon Bèjé","KJLBBA",,,"Ronald Nerestant","BRS Cayes",,,"Haiti","Education",,,,,
"Komite Jesyon Lekòl Evangelik Batis Kolo","KJLEBK",,,"Zelin Mc Donald","BRS Cayes",,,"Haiti","Education",,,,,
"Komite Jesyon Lekòl Nasyonal Randel","KJLNR",,,"Hughes Vital","BRS Cayes",,,"Haiti","Education",,,,,
"Komite Jesyon Lekòl Nasyonal de Roche-à-Bateau","KJLNRB",,,"Saint Eloi Lufeta","BRS Cayes",,,"Haiti","Education",,,,,
"Komite Jesyon Nasyonal de Rhé-à-Delinois","KJLNRD",,,"_______________","BRS Cayes",,,"Haiti","Education",,,,,
"Komite Jesyon Shaa","KJS",,,"Nancy Gerard","BRS Cayes",,,"Haiti","Education",,,,,
"Oganisation des Paysans pour le Developpement de Charlette","OPDC",,,"Maire Ynette Bazelais","BRS Cayes adresse 34 Charlette / Torbect",,,"Haiti",,,,,,
"Organisation pour la Protection des Enfants du Sud","OPES",,,"___________________","BRS Cayes Avennue Cartagena ( Bloc deux mapous) # 208 à l'interieur",,,"Haiti","Children & Youth",,,,,
"L union des Citoyens Haitiens pour la Defense des Droits  et Liberté","UCHADDLI",,,"Rodné Jean","BRS, Cap Haitien",,,"Haiti","Human Rights",,,,,
"Oragnisation aux Initiatives de Dveloppement en Haiti","OAIDH",,,"Jean Enel St Juste","BRS, Cayes",,,"Haiti",,,,,,
"Centre Fernand Hibrt pour la Protection et la Defense des Droits Humains","CFHPDDH",,,"Aumondieu Geste","BRS, Miragoane",,,"Haiti","Human Rights",,,,,
"Comité d'Inistractives de Developpement Communautaire Mabial","CIDCOM/SUD'EST",,,"Lamy Noley","BRS-est",,,"Haiti",,,,,,
"Groupe d'Appui aux Enfants Defavorisés d'Haiti","GAEJDH",,,"Augustin Pierre","Building OANET INFO 53 Ave Christophe",,"789-3799","Haiti","Children & Youth",,,,,
"Comité D'Initiatives Centre Ville Cap-Haitien","CICVCH-NORD",,,"Monfistou Gilles","Buireau Regional du Menestère de la Saute",,,"Haiti",,,,,,
"Comité des Jeun es pour le Developpement des Section Communales de  Baradères","CJDSCB",,,"Dorvilus Eclidic","Bureau Baradères Annexe Carrefour-Feulles, rue Prevost # 76",,,"Haiti",,,,,,
"Fyete Levanjil","FEY",,,"________________","Bureau Reg. Sud'Ouest ( 54 Ave Simonds, Petit-Goave)",,"287-9312","Haiti","Arts & Culture",,,,,
"Asosyasyon Jèn Pwogresis Kolade","AJPC",,,"______________","Bureau Regional Centre",,,"Haiti",,,,,,
"Oganizasyon Devlopman Bod","ODB",,,"Vital Michelet","Bureau regional de la grand'Anse",,,"Haiti",,,,,,
"Organisation des Payisans de Desormeaux pour le Developpement","OPDD/BONBON",,,"Jean Montès François","Bureau Regional de la grand'Anse",,,"Haiti",,,,,,
"òganizasyon pou devlopman Bod","ORD",,,"Vital Michelet","Bureau Regional de la Grand'Anse",,,"Haiti",,,,,,
"Union des Jeunes pour l'Avancement de la Culture et la Prevention des Infections Sexuellement Transmissibles","UJACPIST",,,"Mars Wilbayer","Bureau Regional de la Grand'Anse",,,"Haiti",,,,,,
"L'orphelinat Bon Samaritain","OBS/G",,,"Past. Télémaque Maccène","Bureau regional de la Grand-Anse",,,"Haiti","Children & Youth",,,,,
"Association Paysanne de la Communauté Chérival Doca","APDOCH",,,"Augusman Augustin","Bureau Regional du Centre",,,"Haiti",,,,,,
"Organisation de Developpement de Dossuly","ODDS",,,"Pierre Iralin","Bureau Regional du Centre",,,"Haiti",,,,,,
"Assotion Philantropique Aculoise INC","APA/NORD",,,"Alix Wilson","Bureau Regional du Nord",,,"Haiti","_____________",,,,,
"Groupe de Developpement Professionnels","GDP/NORD",,,"Daniel Harry M","Bureau Regional du Nord",,,"Haiti",,,,,,
"Foyer Oeuvre de Secours aux Enfants Demunis","FOSED/NORD",,,"Pierre Jeanne","Bureau Regional du Nord",,,"Haiti","Children & Youth",,,,,
"Groupe d'Action pour le Developpement Durable Nord-est","GAAD/N-E",,,"Ulysses Joseph Laforet","Bureau regional du Nord Est",,,"Haiti",,,,,,
"Organisation pour le developpement de Labadie","ODL/N",,,"Laguerre Jocelyn","Bureau Regional du Nord, Village de Labadie",,"408-8490","Haiti",,,,,,
"Enfants de Lumière/Afan Limyè","ENLU/ANLI/NORD'EST",,,"Théolin Florvil","Bureau Regional du Nord-Est",,,"Haiti","Children & Youth",,,,,
"Organisation des Paysans Haitiens de Morne Siloé pour le Developpement","OPHMSD",,,"Pasteur Gerestant Milvoix","Bureau Regional du Nord-Ouest",,,"Haiti",,,,,,
"Organisation pour le Relèvement du Developpement de l'Ile de la Tortue","ORIT",,,"Acilus Gros-nègre","Bureau Regional du Nord-Ouest",,"531-3428","Haiti",,,,,,
"Organisation Tèt Ansanb Brefèt","OTAB",,,"Georges Lahens","Bureau Regional du Sud",,,"Haiti",,,,,,
"Association des Femmes Actives de St.Louis du Sud","AFASS",,,"_____________","Bureau Regional du Sud",,,"Haiti","Children & Youth",,,,,
"Organisme les As","OA",,,"Jean Jodler Vital","Bureau regional du Sud cayes",,,"Haiti",,,,,,
"Organisation de la Jeunesse pour le Developpement Macary","OJEDEM",,,"Joseph Jean Marc","Bureau Regional du Sud'est",,"416-5060","Haiti",,,,,,
"Association de Developpement de Fondy Cayes","ADFY",,,"Figaro Phyto","Bureau Regional Grand'Anse",,,"Haiti","Other",,,,,
"Centre d'Appui à l'Education et au Développement du Nord'Ouest","CAED/NORD-OUEST",,,"Gumel Henry","Bureau Regional N.O",,,"Haiti",,,,,,
"Reseau Nord'Ouest pour la Reintégration et l'Assistance Sociale","RENORAS",,,"Eliette Tidor","Bureau Regional Nord'Ouest",,,"Haiti",,,,,,
"òganizasyon Devlopman Peyizan Palm","ODEPP",,,"_____________","Bureau Regional Petit Goâve",,,"Haiti","___________",,,,,
"Organisation Paysannes pour l'Avancement Bresilienne/Sud'est","OPAB/S",,,"Jean Pierre Jeremie","Bureau regional Sud'Est",,,"Haiti",,,,,,
"Asosyasyon Irigan Baret","AIBA",,,"Dorvilisa Onès","Bureau Regional Sud'Ouest",,"415-2645","Haiti",,,,,,
"Frères Unis pour le Developpement","FUD",,,"Raymond Osthyn","Bureau Regional Sud'Ouest",,"415-2645","Haiti",,,,,,
"Organisation des Jeunes pour le Developpement de Bahara","OJDB",,,"Colleficier Ogril","Bureau Regional Sud'Ouest",,"415-2645","Haiti",,,,,,
"Appui Social aux Enfants Démunis","ASED/SO",,,"Saint-Cyr Hipser","Bureau Regional Sud'Ouest",,,"Haiti","Children & Youth",,,,,
"Konbit Peyizan Lajenès","KPL-SUD",,,"Morose Jean Luxenne","Burin/2eme section communale de Torbeck",,"3461-9573","Haiti",,,,,,
"Mission Evangelique d'Haiti / Evangelical Mission of Haiti","MEH/EMH",,,"Michel Gusmane","Bute Boyer 39, Zone Galette",,"3418-8439","Haiti",,,,,,
"Organisation Communale pour le Developpement de Fond-des Nègres","OCDFON",,,"Laurent Rigueur","Butête 3eme section de Fond-des-Nègres",,"724-6505","Haiti",,,,,,
"Organisation de Developpement pour l'Aménagement et l'Epanouissement Sociale de Butte boyer","ODAESB",,,"Ronald Jasné","butte Boyer 35, impasse Cantave, Port-au-Prince, Haiti",,"3453-3261","Haiti",,,,,,
